filename,width,height,class,xmin,ymin,xmax,ymax
000000187734.jpg,640,480,person,40.55,107.35,132.64999999999998,453.08000000000004
000000187734.jpg,640,480,person,158.56,116.49,213.57,277.21
000000187734.jpg,640,480,person,1.55,109.35,51.43,235.36
000000187734.jpg,640,480,person,208.44,239.8,279.42,311.88
000000187734.jpg,640,480,person,88.01,125.41,116.86000000000001,252.64
000000187734.jpg,640,480,person,14.21,140.06,56.47,380.45
000000187734.jpg,640,480,sports ball,529.37,273.4,539.4,284.96
000000187734.jpg,640,480,sports ball,525.3,275.4,530.0899999999999,285.78
000000187734.jpg,640,480,sports ball,524.69,294.63,534.62,304.04
000000187734.jpg,640,480,sports ball,502.59,289.53,512.39,298.61999999999995
000000187734.jpg,640,480,sports ball,493.18,281.84,504.91,294.88
000000187734.jpg,640,480,sports ball,521.14,285.14,529.4,294.62
000000187734.jpg,640,480,tennis racket,126.49,215.77,189.42,265.42
000000187734.jpg,640,480,tennis racket,195.37,274.47,225.3,307.15000000000003
000000187734.jpg,640,480,person,0.0,129.02,15.15,200.43
000000187734.jpg,640,480,person,269.54,233.39,331.73,301.59
000000187734.jpg,640,480,person,106.63,137.47,120.1,172.73
000000187734.jpg,640,480,sports ball,506.24,274.37,515.32,283.02
000000187734.jpg,640,480,chair,411.38,83.67,455.18,120.11
000000187734.jpg,640,480,sports ball,516.82,311.66,523.5600000000001,319.05
000000187734.jpg,640,480,sports ball,487.0,270.0,544.0,323.0
000000187745.jpg,640,480,airplane,207.44,166.04,322.73,236.2
000000187990.jpg,500,375,person,183.75,52.35,369.97,205.26
000000187990.jpg,500,375,skateboard,333.49,175.45,375.0,223.38
000000188296.jpg,640,609,sports ball,287.21,36.82,322.59999999999997,70.3
000000188296.jpg,640,609,car,1.37,288.53,119.06,388.43999999999994
000000188296.jpg,640,609,car,368.67,259.7,401.08000000000004,290.3
000000188296.jpg,640,609,person,81.7,202.31,240.95,504.63
000000188296.jpg,640,609,person,189.09,57.0,362.9,471.8
000000188296.jpg,640,609,person,258.57,33.34,377.37,428.64
000000188296.jpg,640,609,person,435.2,139.59,604.89,595.3100000000001
000000188296.jpg,640,609,person,505.66,180.24,532.83,204.16000000000003
000000188296.jpg,640,609,person,567.42,174.38,640.0,464.90999999999997
000000188296.jpg,640,609,car,361.88,243.21,413.08,268.42
000000188296.jpg,640,609,car,182.18,300.45,237.29000000000002,347.91999999999996
000000188296.jpg,640,609,truck,344.28,235.23,455.38,386.11
000000188296.jpg,640,609,person,403.57,246.64,480.21,464.03
000000188439.jpg,640,408,truck,76.27,209.05,405.24,380.89
000000188439.jpg,640,408,person,405.24,255.47,417.21000000000004,286.99
000000188465.jpg,640,454,baseball bat,382.34,157.07,414.29999999999995,182.85999999999999
000000188465.jpg,640,454,person,232.06,249.1,327.87,368.84
000000188465.jpg,640,454,person,318.09,172.94,388.66999999999996,271.2
000000188465.jpg,640,454,person,362.64,211.51,409.16999999999996,264.63
000000188465.jpg,640,454,person,389.87,183.89,442.03,262.58
000000188465.jpg,640,454,person,175.72,106.28,211.25,180.0
000000188465.jpg,640,454,person,135.33,134.34,161.36,170.05
000000188465.jpg,640,454,person,94.48,154.32,120.27000000000001,186.95999999999998
000000188465.jpg,640,454,person,47.17,171.37,68.74000000000001,205.06
000000188465.jpg,640,454,person,455.26,92.87,490.91999999999996,121.53
000000188465.jpg,640,454,person,463.65,112.88,497.27,143.09
000000188465.jpg,640,454,person,291.7,186.36,313.02,206.34
000000188465.jpg,640,454,chair,424.16,197.69,435.12,208.28
000000188465.jpg,640,454,person,57.83,132.9,86.78,160.73000000000002
000000188465.jpg,640,454,baseball glove,364.89,239.8,376.76,252.37
000000188465.jpg,640,454,chair,427.17,177.22,452.42,193.3
000000188465.jpg,640,454,chair,479.15,175.84,503.97999999999996,204.07
000000188465.jpg,640,454,person,117.82,152.3,150.24,209.05
000000188465.jpg,640,454,chair,466.04,177.11,492.57000000000005,193.21
000000188465.jpg,640,454,chair,451.33,197.51,478.59999999999997,209.85999999999999
000000188465.jpg,640,454,chair,399.53,177.11,427.03999999999996,193.4
000000188465.jpg,640,454,chair,621.99,172.38,640.0,185.09
000000188465.jpg,640,454,chair,586.14,175.25,597.78,202.8
000000188465.jpg,640,454,person,0.0,0.0,639.0,218.0
000000188592.jpg,480,640,person,73.18,127.88,342.96,640.0
000000188592.jpg,480,640,apple,188.39,321.41,278.27,384.74
000000188689.jpg,333,500,boat,36.19,118.3,304.09,205.85
000000188689.jpg,333,500,boat,26.26,149.95,54.44,171.25
000000188689.jpg,333,500,boat,33.63,79.47,199.34,180.28
000000188906.jpg,500,364,banana,0.0,0.87,498.97,359.15
000000189078.jpg,500,334,banana,20.64,66.41,173.57,152.72
000000189078.jpg,500,334,banana,59.64,44.99,180.92000000000002,89.48
000000189078.jpg,500,334,banana,21.27,74.83,198.51000000000002,205.60000000000002
000000189078.jpg,500,334,apple,335.18,7.38,477.64,199.18
000000189078.jpg,500,334,orange,252.29,119.88,355.11,220.31
000000189078.jpg,500,334,orange,183.55,47.08,267.86,134.72
000000189078.jpg,500,334,orange,261.39,60.52,350.86,137.32
000000189213.jpg,500,375,chair,346.28,158.36,424.83,286.74
000000189213.jpg,500,375,chair,125.44,179.2,180.85,238.98999999999998
000000189213.jpg,500,375,refrigerator,225.0,46.75,322.4,197.73
000000189226.jpg,640,427,fire hydrant,365.59,186.15,458.66999999999996,392.46000000000004
000000189310.jpg,640,480,chair,189.28,348.64,302.79,467.90999999999997
000000189436.jpg,480,640,teddy bear,2.88,56.09,381.12,614.11
000000189436.jpg,480,640,dining table,1.44,415.64,480.0,634.25
000000189436.jpg,480,640,tie,80.45,240.16,325.21,372.43
000000189436.jpg,480,640,tv,349.89,123.65,422.61,182.57
000000189436.jpg,480,640,tv,82.75,108.32,155.48000000000002,179.17
000000189451.jpg,640,427,knife,217.86,0.0,323.40000000000003,222.7
000000189451.jpg,640,427,cake,313.52,26.93,538.56,301.02
000000189475.jpg,500,375,bottle,117.8,240.06,187.5,367.22
000000189475.jpg,500,375,bottle,161.16,308.86,191.7,375.0
000000189475.jpg,500,375,chair,338.31,164.36,398.0,260.57
000000189475.jpg,500,375,chair,198.48,176.01,258.51,297.25
000000189475.jpg,500,375,chair,215.46,143.2,239.56,181.14
000000189475.jpg,500,375,cup,360.24,244.16,400.59000000000003,302.84
000000189475.jpg,500,375,cup,406.6,220.17,443.94000000000005,291.0
000000189475.jpg,500,375,cup,23.41,333.22,63.379999999999995,374.52000000000004
000000189475.jpg,500,375,knife,200.18,318.76,314.32,335.90999999999997
000000189475.jpg,500,375,pizza,251.57,332.18,316.65,352.05
000000189475.jpg,500,375,person,3.32,21.46,218.16,352.18
000000189475.jpg,500,375,person,230.9,81.74,364.03999999999996,293.26
000000189475.jpg,500,375,person,236.8,17.7,318.54,154.20999999999998
000000189475.jpg,500,375,person,322.99,67.2,354.03000000000003,133.47
000000189475.jpg,500,375,person,400.99,57.33,432.52,125.97
000000189475.jpg,500,375,person,407.02,33.71,497.19,158.43
000000189475.jpg,500,375,person,396.18,90.22,500.0,233.16
000000189475.jpg,500,375,cup,167.23,253.8,205.23999999999998,358.53000000000003
000000189475.jpg,500,375,cup,455.06,246.91,500.0,369.94
000000189475.jpg,500,375,knife,331.24,337.91,414.87,364.32000000000005
000000189475.jpg,500,375,potted plant,174.33,28.9,250.79000000000002,130.73
000000189475.jpg,500,375,dining table,279.78,226.69,497.18999999999994,331.18
000000189475.jpg,500,375,dining table,203.09,275.56,363.20000000000005,316.85
000000189475.jpg,500,375,refrigerator,361.78,67.55,409.93999999999994,130.47
000000189475.jpg,500,375,vase,207.72,64.57,243.68,131.29
000000189475.jpg,500,375,bottle,61.88,295.04,107.80000000000001,352.71000000000004
000000189475.jpg,500,375,fork,200.56,335.81,276.92,352.04
000000189475.jpg,500,375,knife,335.17,333.11,391.55,347.85
000000189475.jpg,500,375,chair,3.63,243.51,14.2,289.18
000000189475.jpg,500,375,potted plant,356.41,23.51,428.08000000000004,70.08
000000189475.jpg,500,375,vase,387.0,51.77,403.9,66.95
000000189475.jpg,500,375,person,0.76,85.92,52.059999999999995,266.11
000000189475.jpg,500,375,person,170.73,99.24,220.85,177.64
000000189475.jpg,500,375,person,351.7,100.81,415.13,169.2
000000189475.jpg,500,375,person,23.11,70.76,55.87,109.59
000000189475.jpg,500,375,cup,374.68,196.4,413.82,277.14
000000189698.jpg,640,428,truck,101.91,293.12,268.41999999999996,418.48
000000189752.jpg,640,480,dining table,0.83,194.8,640.0,480.0
000000189752.jpg,640,480,person,99.46,1.08,174.05,107.03
000000189752.jpg,640,480,person,0.24,0.09,97.0,114.14
000000189752.jpg,640,480,fork,249.66,101.23,322.76,228.04000000000002
000000189752.jpg,640,480,knife,76.58,343.76,501.57,444.07
000000189752.jpg,640,480,pizza,351.93,214.17,633.9000000000001,358.39
000000189752.jpg,640,480,pizza,298.79,195.24,436.85,245.93
000000189752.jpg,640,480,person,142.7,0.54,638.9200000000001,240.54
000000189752.jpg,640,480,cup,505.89,60.22,620.22,223.1
000000189752.jpg,640,480,cup,43.75,62.33,80.43,125.08
000000189752.jpg,640,480,dining table,0.6,104.55,157.51999999999998,155.56
000000189752.jpg,640,480,chair,0.0,213.79,212.83,252.89
000000189752.jpg,640,480,wine glass,500.95,63.23,621.04,227.73999999999998
000000189775.jpg,640,480,tennis racket,96.47,145.0,158.25,209.47
000000189775.jpg,640,480,person,153.55,109.34,288.59000000000003,346.27
000000189775.jpg,640,480,person,311.77,130.34,354.74,172.52
000000189775.jpg,640,480,person,350.71,124.16,391.46,171.8
000000189775.jpg,640,480,person,397.56,119.61,436.21,172.76999999999998
000000189775.jpg,640,480,person,531.9,110.31,574.43,157.81
000000189775.jpg,640,480,person,551.99,61.39,585.92,107.75999999999999
000000189775.jpg,640,480,person,484.79,115.15,531.22,175.86
000000189775.jpg,640,480,person,85.62,90.51,130.31,258.4
000000189775.jpg,640,480,person,392.67,108.42,419.62,148.69
000000189775.jpg,640,480,person,415.84,87.09,451.08,138.98000000000002
000000189775.jpg,640,480,person,446.45,105.33,490.82,150.82999999999998
000000189775.jpg,640,480,chair,247.92,113.92,282.90999999999997,141.92000000000002
000000189775.jpg,640,480,chair,274.54,114.24,318.84000000000003,152.95999999999998
000000189775.jpg,640,480,chair,336.3,66.59,364.91,98.91
000000189775.jpg,640,480,chair,158.87,66.3,184.19,87.62
000000189775.jpg,640,480,chair,201.13,89.45,214.60999999999999,107.25
000000189775.jpg,640,480,chair,132.34,88.35,146.18,108.66
000000189775.jpg,640,480,chair,236.63,44.56,242.91,60.25
000000189775.jpg,640,480,chair,522.27,43.64,552.35,64.15
000000189775.jpg,640,480,person,520.48,70.12,549.28,122.16
000000189775.jpg,640,480,chair,197.72,65.73,216.8,83.39
000000189775.jpg,640,480,chair,537.64,20.11,559.24,44.32
000000189775.jpg,640,480,person,164.41,76.1,213.76,159.8
000000189775.jpg,640,480,person,0.0,0.0,639.0,269.0
000000189806.jpg,500,400,dog,263.63,193.1,443.66999999999996,296.69
000000189806.jpg,500,400,cat,130.91,165.2,225.45,269.93
000000189806.jpg,500,400,couch,448.83,28.05,499.74,197.4
000000189806.jpg,500,400,couch,23.84,5.9,73.19,84.08000000000001
000000189820.jpg,640,427,tv,190.52,81.95,274.77,179.61
000000189820.jpg,640,427,chair,367.31,134.99,618.9200000000001,412.31
000000189820.jpg,640,427,mouse,160.61,268.9,194.06,289.08
000000189820.jpg,640,427,keyboard,247.54,184.66,312.19,215.44
000000189820.jpg,640,427,keyboard,363.72,158.37,439.42,182.42000000000002
000000189820.jpg,640,427,book,148.94,144.06,182.64,218.32999999999998
000000189820.jpg,640,427,book,30.84,167.32,87.88,269.28
000000189820.jpg,640,427,book,327.18,117.92,348.45,156.64
000000189820.jpg,640,427,book,148.15,149.54,174.4,220.38
000000189820.jpg,640,427,cup,206.01,177.09,231.43,217.04000000000002
000000189820.jpg,640,427,book,324.89,128.6,330.95,163.32
000000189820.jpg,640,427,book,357.14,118.52,361.33,151.81
000000189820.jpg,640,427,tv,0.0,73.33,46.04,118.53
000000189820.jpg,640,427,keyboard,84.51,340.82,274.66,422.0
000000189820.jpg,640,427,book,329.78,122.3,336.09,161.24
000000189820.jpg,640,427,book,20.24,253.65,146.83,315.59000000000003
000000189828.jpg,612,612,airplane,367.48,102.11,566.13,202.43
000000190007.jpg,640,381,person,246.03,154.62,321.49,249.59
000000190007.jpg,640,381,surfboard,282.43,242.72,350.42,272.38
000000190140.jpg,640,428,dog,355.66,155.09,434.89000000000004,302.35
000000190140.jpg,640,428,boat,2.89,162.54,540.53,376.06
000000190140.jpg,640,428,person,158.59,141.97,296.45000000000005,303.46000000000004
000000190140.jpg,640,428,boat,0.0,0.96,640.0,156.77
000000190236.jpg,640,393,tv,168.2,78.44,223.98999999999998,142.32
000000190236.jpg,640,393,tv,349.15,71.45,403.55999999999995,125.86
000000190236.jpg,640,393,chair,251.01,159.74,358.35,294.12
000000190236.jpg,640,393,tv,296.92,74.0,346.6,126.93
000000190236.jpg,640,393,laptop,384.47,110.91,456.41,174.48
000000190236.jpg,640,393,mouse,374.89,146.93,384.27,155.1
000000190236.jpg,640,393,keyboard,308.0,134.82,368.19,157.51999999999998
000000190236.jpg,640,393,backpack,199.58,315.72,305.08000000000004,386.93
000000190236.jpg,640,393,sports ball,578.96,211.49,638.4000000000001,314.66
000000190236.jpg,640,393,bottle,139.43,179.71,156.76,216.27
000000190236.jpg,640,393,bottle,270.66,104.2,278.26000000000005,126.06
000000190236.jpg,640,393,bottle,277.79,99.6,285.38,125.33
000000190236.jpg,640,393,bottle,475.18,148.02,488.67,180.08
000000190236.jpg,640,393,bottle,486.82,136.41,501.98,172.94
000000190236.jpg,640,393,potted plant,561.35,95.79,615.47,158.4
000000190236.jpg,640,393,keyboard,198.67,132.95,238.73999999999998,156.27999999999997
000000190236.jpg,640,393,keyboard,396.98,149.39,445.23,169.35999999999999
000000190236.jpg,640,393,book,235.66,134.81,264.56,148.65
000000190236.jpg,640,393,book,237.55,127.45,261.48,142.24
000000190236.jpg,640,393,vase,547.68,88.72,564.6899999999999,133.94
000000190236.jpg,640,393,bottle,121.62,197.63,141.74,234.76999999999998
000000190236.jpg,640,393,cup,459.82,137.93,477.7,172.82
000000190236.jpg,640,393,cup,447.98,161.22,471.47,188.06
000000190236.jpg,640,393,cup,480.3,138.62,503.06,172.09
000000190236.jpg,640,393,cup,472.79,155.38,488.59000000000003,181.62
000000190236.jpg,640,393,mouse,296.17,142.08,300.42,148.64000000000001
000000190236.jpg,640,393,book,130.51,128.53,154.76999999999998,139.48
000000190236.jpg,640,393,book,129.6,145.97,153.48,152.41
000000190307.jpg,540,640,person,209.62,24.35,339.35,524.53
000000190307.jpg,540,640,surfboard,240.02,463.78,325.62,529.11
000000190637.jpg,428,640,remote,312.66,267.87,374.24,359.15
000000190637.jpg,428,640,remote,19.22,369.8,81.13,418.78000000000003
000000190637.jpg,428,640,bed,1.66,147.67,428.0,631.41
000000190637.jpg,428,640,person,14.25,182.44,378.43,421.94
000000190648.jpg,640,480,bed,53.35,261.36,510.95000000000005,475.26
000000190648.jpg,640,480,chair,312.39,226.39,419.33,289.2
000000190676.jpg,640,264,airplane,6.45,72.35,223.0,146.47
000000190676.jpg,640,264,person,554.7,30.26,638.35,259.25
000000190676.jpg,640,264,person,315.08,103.44,327.66999999999996,153.98
000000190676.jpg,640,264,person,432.4,99.6,445.96,141.12
000000190676.jpg,640,264,person,539.97,95.61,562.3100000000001,172.12
000000190676.jpg,640,264,person,515.34,94.16,535.71,155.45
000000190676.jpg,640,264,person,466.11,98.06,479.99,141.38
000000190676.jpg,640,264,person,203.43,113.43,212.99,138.98000000000002
000000190676.jpg,640,264,person,213.57,111.94,223.26999999999998,136.29
000000190676.jpg,640,264,person,492.78,98.82,505.73999999999995,145.64
000000190676.jpg,640,264,person,507.97,95.11,521.94,153.86
000000190676.jpg,640,264,person,477.53,97.57,494.28,145.25
000000190676.jpg,640,264,person,567.11,92.81,589.09,124.33
000000190676.jpg,640,264,person,532.71,91.81,545.5500000000001,159.16
000000190676.jpg,640,264,person,100.0,88.0,584.0,183.0
000000190753.jpg,640,478,chair,156.51,302.36,172.6,342.58000000000004
000000190753.jpg,640,478,chair,217.4,291.01,231.02,314.07
000000190753.jpg,640,478,person,167.02,245.59,220.37,411.65999999999997
000000190753.jpg,640,478,person,224.5,255.47,268.54,311.33
000000190753.jpg,640,478,person,243.13,253.83,333.78999999999996,374.98
000000190753.jpg,640,478,person,345.88,250.28,382.4,311.51
000000190753.jpg,640,478,person,354.46,226.54,388.42999999999995,269.15
000000190753.jpg,640,478,person,510.28,219.64,529.5899999999999,246.92
000000190753.jpg,640,478,person,590.45,217.84,606.84,237.06
000000190753.jpg,640,478,bench,59.65,262.27,138.5,308.40999999999997
000000190753.jpg,640,478,suitcase,382.4,311.51,457.59,402.81
000000190753.jpg,640,478,bicycle,438.94,257.01,473.08,300.81
000000190753.jpg,640,478,bench,233.37,279.1,440.15,434.49
000000190753.jpg,640,478,bench,434.28,255.73,526.96,343.83
000000190753.jpg,640,478,bench,314.21,245.22,354.62,272.67
000000190753.jpg,640,478,backpack,350.33,284.81,381.91999999999996,304.41
000000190753.jpg,640,478,skateboard,612.74,246.6,625.52,251.35999999999999
000000190753.jpg,640,478,bench,505.58,230.94,533.5799999999999,247.3
000000190753.jpg,640,478,bench,584.16,225.55,599.93,237.63000000000002
000000190753.jpg,640,478,bench,627.36,222.42,637.7,230.61999999999998
000000190753.jpg,640,478,bench,126.03,260.53,191.7,305.41999999999996
000000190756.jpg,640,480,motorcycle,116.76,103.24,492.96999999999997,424.32
000000190756.jpg,640,480,person,129.69,32.63,422.9,195.76999999999998
000000190841.jpg,640,427,person,338.71,49.93,460.96,191.70000000000002
000000190841.jpg,640,427,skateboard,347.54,182.08,445.72,203.9
000000190853.jpg,383,640,person,0.0,401.42,279.24,639.78
000000190853.jpg,383,640,banana,3.01,141.55,379.48,507.48
000000190923.jpg,375,500,traffic light,261.26,1.69,329.95,110.92
000000190923.jpg,375,500,handbag,307.71,352.23,372.44,460.89
000000190923.jpg,375,500,person,328.01,296.88,375.0,500.0
000000190923.jpg,375,500,person,0.0,225.84,33.71,387.64
000000190923.jpg,375,500,person,317.99,294.26,328.21000000000004,326.55
000000190923.jpg,375,500,person,303.43,289.99,312.15000000000003,323.54
000000190923.jpg,375,500,person,297.46,289.53,305.33,324.87
000000190923.jpg,375,500,person,292.76,287.01,299.56,322.27
000000190923.jpg,375,500,person,331.31,296.29,344.94,328.22
000000190923.jpg,375,500,person,214.38,272.8,221.54999999999998,300.47
000000190923.jpg,375,500,person,207.37,272.1,212.91,297.65000000000003
000000190923.jpg,375,500,person,272.61,281.64,279.16,314.07
000000190923.jpg,375,500,person,202.75,269.29,209.54,291.78000000000003
000000190923.jpg,375,500,truck,10.44,196.25,52.3,255.16
000000190923.jpg,375,500,person,178.09,263.56,183.45000000000002,281.57
000000190923.jpg,375,500,person,164.33,258.48,170.5,280.70000000000005
000000190923.jpg,375,500,person,58.0,236.0,233.0,306.0
000000191013.jpg,474,640,clock,142.38,209.98,330.78999999999996,398.38
000000191013.jpg,474,640,car,305.48,551.47,439.01,612.1700000000001
000000191013.jpg,474,640,car,44.37,548.77,224.09,640.0
000000191013.jpg,474,640,truck,122.25,520.63,267.51,608.36
000000191013.jpg,474,640,person,59.86,542.82,84.24,584.1700000000001
000000191013.jpg,474,640,car,450.52,567.14,474.0,603.23
000000191013.jpg,474,640,person,366.41,564.34,378.99,577.99
000000191013.jpg,474,640,car,0.02,621.61,210.13000000000002,640.0
000000191288.jpg,600,400,horse,117.85,65.38,547.96,380.21999999999997
000000191288.jpg,600,400,person,258.29,0.0,391.01,203.15
000000191471.jpg,640,480,stop sign,120.0,23.24,511.35,421.08
000000191580.jpg,478,640,bottle,68.28,0.0,160.34,81.7
000000191580.jpg,478,640,sandwich,193.86,305.72,324.70000000000005,450.33000000000004
000000191580.jpg,478,640,fork,258.02,15.14,379.09999999999997,198.2
000000191580.jpg,478,640,knife,389.12,182.61,457.39,452.27000000000004
000000191580.jpg,478,640,broccoli,250.66,195.57,306.15999999999997,259.4
000000191580.jpg,478,640,broccoli,79.81,192.75,286.12,400.56
000000191580.jpg,478,640,dining table,2.88,1.44,478.0,631.37
000000191580.jpg,478,640,chair,0.0,533.5,409.27,640.0
000000191580.jpg,478,640,sandwich,286.29,202.1,361.33000000000004,363.65
000000191614.jpg,612,612,horse,73.07,310.37,228.04,480.22
000000191614.jpg,612,612,horse,295.47,302.83,425.63,404.03999999999996
000000191614.jpg,612,612,person,347.77,289.95,381.57,356.82
000000191672.jpg,640,428,person,363.56,152.93,481.86,255.84
000000191672.jpg,640,428,surfboard,397.01,199.44,436.62,283.26
000000191761.jpg,500,375,bowl,42.98,27.81,500.0,330.34
000000191761.jpg,500,375,banana,297.47,107.87,500.0,202.25
000000191761.jpg,500,375,orange,278.17,194.54,411.09000000000003,274.65
000000191761.jpg,500,375,orange,378.74,199.01,496.05,283.64
000000191845.jpg,640,361,umbrella,432.8,241.07,546.58,311.86
000000191845.jpg,640,361,umbrella,393.53,167.65,483.43999999999994,220.07
000000191845.jpg,640,361,umbrella,201.03,182.59,268.31,236.15
000000191845.jpg,640,361,umbrella,107.82,210.2,177.02999999999997,256.81
000000191845.jpg,640,361,umbrella,251.48,152.51,318.0,202.81
000000191845.jpg,640,361,umbrella,256.9,66.37,326.51,115.21000000000001
000000191845.jpg,640,361,umbrella,213.86,69.68,278.32,107.51
000000191845.jpg,640,361,umbrella,211.18,133.4,250.61,195.2
000000191845.jpg,640,361,umbrella,51.69,140.6,115.49,178.56
000000191845.jpg,640,361,umbrella,167.23,44.47,218.91,79.1
000000191845.jpg,640,361,handbag,522.54,310.9,574.14,350.84
000000191845.jpg,640,361,handbag,80.77,232.58,103.34,265.26
000000191845.jpg,640,361,handbag,135.48,262.03,165.48999999999998,292.85999999999996
000000191845.jpg,640,361,handbag,436.05,217.51,466.85,254.57999999999998
000000191845.jpg,640,361,handbag,575.11,99.02,606.44,134.66
000000191845.jpg,640,361,handbag,10.03,158.27,27.92,191.17000000000002
000000191845.jpg,640,361,person,223.09,224.71,283.12,318.82
000000191845.jpg,640,361,person,142.59,112.6,203.54000000000002,211.95
000000191845.jpg,640,361,person,176.04,74.84,240.94,142.98000000000002
000000191845.jpg,640,361,person,283.08,100.54,348.9,194.17000000000002
000000191845.jpg,640,361,person,257.61,0.0,301.05,57.57
000000191845.jpg,640,361,person,157.77,21.89,195.93,58.76
000000191845.jpg,640,361,person,493.51,11.65,553.54,123.17
000000191845.jpg,640,361,person,110.62,103.74,149.1,171.81
000000191845.jpg,640,361,handbag,24.38,13.99,35.98,28.84
000000191845.jpg,640,361,handbag,128.05,105.89,151.38,124.8
000000191845.jpg,640,361,handbag,111.61,82.08,141.51,107.78999999999999
000000191845.jpg,640,361,handbag,497.14,52.91,513.01,74.34
000000191845.jpg,640,361,suitcase,407.65,258.2,438.47999999999996,295.52
000000191845.jpg,640,361,person,269.33,196.32,343.96,280.69
000000191845.jpg,640,361,person,419.19,215.71,463.15,314.5
000000191845.jpg,640,361,person,339.66,42.37,409.23,146.24
000000191845.jpg,640,361,umbrella,86.24,15.8,129.48,52.68000000000001
000000191845.jpg,640,361,person,134.09,245.67,208.16,336.62
000000191845.jpg,640,361,person,214.75,154.57,277.73,237.95
000000191845.jpg,640,361,umbrella,23.67,88.88,65.07,124.41
000000191845.jpg,640,361,handbag,472.54,87.55,496.59000000000003,113.24
000000191845.jpg,640,361,umbrella,46.0,1.0,639.0,221.0
000000191845.jpg,640,361,person,0.0,0.0,639.0,360.0
000000192047.jpg,480,640,sink,86.29,517.75,434.34000000000003,632.81
000000192191.jpg,480,640,pizza,127.14,396.43,298.83,539.35
000000192191.jpg,480,640,oven,1.43,44.48,424.75,629.96
000000192607.jpg,640,425,truck,1.91,209.95,469.89000000000004,412.42999999999995
000000192607.jpg,640,425,person,456.56,223.9,518.62,382.90999999999997
000000192670.jpg,640,433,sports ball,565.06,172.71,583.7099999999999,186.07
000000192670.jpg,640,433,car,0.73,118.79,163.67,196.57
000000192670.jpg,640,433,car,220.1,95.2,399.24,177.55
000000192670.jpg,640,433,person,367.42,120.93,513.08,363.25
000000192670.jpg,640,433,person,550.6,100.04,592.44,209.89
000000192670.jpg,640,433,person,543.41,101.24,563.3199999999999,157.1
000000192670.jpg,640,433,person,584.4,95.61,621.22,209.76
000000192670.jpg,640,433,person,10.4,123.72,59.37,209.43
000000192670.jpg,640,433,person,601.81,86.09,639.4799999999999,209.10000000000002
000000192670.jpg,640,433,person,507.76,113.79,541.46,206.44
000000192670.jpg,640,433,baseball glove,222.26,266.15,257.76,309.24
000000192670.jpg,640,433,baseball bat,499.93,195.25,542.35,230.06
000000192670.jpg,640,433,bottle,565.84,114.43,573.48,131.24
000000192670.jpg,640,433,chair,79.47,154.53,128.67000000000002,212.96
000000192670.jpg,640,433,chair,43.18,165.84,59.980000000000004,211.74
000000192670.jpg,640,433,person,108.32,231.91,256.07,391.63
000000192670.jpg,640,433,person,0.0,154.91,34.44,212.75
000000192670.jpg,640,433,car,359.82,92.76,516.3299999999999,159.43
000000192670.jpg,640,433,truck,166.19,101.35,227.44,162.6
000000192670.jpg,640,433,car,55.46,101.84,161.02,158.19
000000192670.jpg,640,433,car,544.07,80.61,586.9100000000001,98.44
000000192699.jpg,640,457,motorcycle,416.95,290.63,640.0,450.84000000000003
000000192699.jpg,640,457,person,0.0,200.7,315.46,450.9
000000192699.jpg,640,457,motorcycle,95.36,378.76,304.55,457.0
000000192699.jpg,640,457,backpack,490.52,259.37,532.84,335.74
000000192699.jpg,640,457,person,258.25,41.57,524.8399999999999,457.0
000000192716.jpg,518,640,stop sign,109.3,171.15,414.2,490.42999999999995
000000192716.jpg,518,640,car,0.0,589.23,55.52,638.83
000000192716.jpg,518,640,car,137.81,595.39,234.11,640.0
000000192716.jpg,518,640,person,38.89,595.65,53.06,624.35
000000192871.jpg,640,427,bowl,37.46,147.15,607.19,427.0
000000192871.jpg,640,427,orange,348.65,245.79,507.46999999999997,393.84000000000003
000000192871.jpg,640,427,orange,69.65,158.23,197.85,310.65999999999997
000000192871.jpg,640,427,orange,382.65,165.94,552.13,299.3
000000192871.jpg,640,427,banana,35.5,354.07,122.82,416.44
000000192871.jpg,640,427,apple,141.66,161.41,351.88,366.74
000000192871.jpg,640,427,orange,123.05,306.83,240.94,421.27
000000192871.jpg,640,427,orange,235.09,318.06,464.42,425.53
000000192871.jpg,640,427,dining table,485.53,333.92,640.0,427.0
000000192871.jpg,640,427,dining table,0.0,350.08,145.96,427.0
000000192904.jpg,640,436,cup,176.85,154.72,263.25,247.1
000000192904.jpg,640,436,cup,297.81,227.6,416.37,319.72
000000192904.jpg,640,436,spoon,257.16,185.54,270.13000000000005,266.48
000000192904.jpg,640,436,spoon,296.0,308.82,423.53,332.36
000000192904.jpg,640,436,donut,361.26,72.48,466.58,163.07999999999998
000000192904.jpg,640,436,spoon,375.04,137.91,405.54,164.39
000000192904.jpg,640,436,bed,1.13,1.26,640.0,431.61
000000192964.jpg,428,640,skateboard,81.17,333.56,185.26,386.15
000000192964.jpg,428,640,bench,336.61,502.76,428.0,559.4399999999999
000000192964.jpg,428,640,person,92.3,60.54,286.33,352.79
000000193162.jpg,640,428,dog,100.0,219.55,176.07999999999998,288.67
000000193162.jpg,640,428,dog,0.0,249.42,76.7,344.31
000000193162.jpg,640,428,sheep,1.84,249.45,79.91,343.13
000000193162.jpg,640,428,cow,303.92,134.28,455.8,331.85
000000193162.jpg,640,428,person,394.62,97.83,488.45,166.25
